OBJECTID,TreeID,Genus,SpecificEpithet,CultivarName,ScientificName,CommonName,DBH_in,Height_ft,CampusArea
24494,33879,Quercus,lobata,,Quercus lobata,Valley Oak,1,< 16 Feet,West Village
24495,33912,ADD,ADD,,,ADD,8,16 - 33 Feet,Research Park
24496,33924,ADD,ADD,,,ADD,14,16 - 33 Feet,Research Park
24497,33929,ADD,ADD,,,ADD,9,16 - 33 Feet,Research Park
24498,33984,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,5,16 - 33 Feet,Main Campus
24499,34034,Persea,americana,,Persea americana,Avocado,1,< 16 Feet,Main Campus
24501,34072,Arbutus,sp.,,,Strawberry Tree,1,< 16 Feet,South Campus
24503,34127,Quercus,laceyi,,Quercus laceyi,ADD,1,< 16 Feet,Main Campus
24504,34141,Cupressus,ADD,,Cupressus ADD,ADD,1,< 16 Feet,Main Campus
24505,34191,Juglans,californica,,Juglans californica,California Black Walnut,7,< 16 Feet,South Campus
24506,33710,ADD,ADD,,,ADD,3,< 16 Feet,Main Campus
24507,33701,ADD,ADD,,,ADD,3,< 16 Feet,Main Campus
24508,33785,Eucalyptus,sp.,,,Red Ironbark,24,34 - 50 Feet,Main Campus
24509,33853,Quercus,gravesii,,Quercus gravesii,Red Oak,1,< 16 Feet,West Village
24510,33639,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,1,< 16 Feet,Main Campus
24511,33665,Zelkova,serrata,,Zelkova serrata,Zelkova species,1,< 16 Feet,Main Campus
24512,33539,ADD,ADD,,,ADD,1,< 16 Feet,Main Campus
24513,33546,ADD,ADD,,,ADD,1,< 16 Feet,Main Campus
24514,33583,Juniperus,chinensis,,Juniperus chinensis,Chinese Juniper,1,< 16 Feet,Main Campus
24515,33464,Juniperus,chinensis,,Juniperus chinensis,Chinese Juniper,1,< 16 Feet,Main Campus
24516,33519,Arbutus,unedo,,Arbutus unedo,Strawberry Tree,1,< 16 Feet,Main Campus
24517,33445,Quercus,phellos,,Quercus phellos,Willow Oak,1,< 16 Feet,Main Campus
24518,33362,ADD,ADD,,,ADD,1,< 16 Feet,Main Campus
24519,33235,Eucalyptus,viminalis,,Eucalyptus viminalis,Manna Gum,22,>85 Feet,West Campus
24521,33011,Olea,europaea,,Olea europaea,Olive,33,16 - 33 Feet,Wolfskill
24522,33016,Olea,europaea,,Olea europaea,Olive,44,16 - 33 Feet,Wolfskill
24523,33048,Quercus,sp.,,Quercus sp.,Oak species,1,< 16 Feet,West Village
24524,33057,Quercus,lobata,,Quercus lobata,Valley Oak,14,34 - 50 Feet,West Campus
24525,33069,Juglans,hindsii,,Juglans hindsii,California Black Walnut,9,34 - 50 Feet,West Campus
24526,33107,Quercus,lobata,,Quercus lobata,Valley Oak,8,16 - 33 Feet,West Campus
24527,33119,Quercus,lobata,,Quercus lobata,Valley Oak,16,16 - 33 Feet,Main Campus
24528,33121,Pinus,pinea,,Pinus pinea,Italian Stone Pine,52,51 - 66 Feet,Main Campus
24529,32959,Carya,illinoinensis,,Carya illinoinensis,Pecan,36,51 - 66 Feet,Wolfskill
24530,32987,Olea,europaea,,Olea europaea,Olive,35,16 - 33 Feet,Wolfskill
24531,32997,Olea,europaea,,Olea europaea,Olive,51,16 - 33 Feet,Wolfskill
24532,33006,Olea,europaea,,Olea europaea,Olive,21,16 - 33 Feet,Wolfskill
24533,32795,Quercus,lobata,,Quercus lobata,Valley Oak,27,34 - 50 Feet,West Campus
24534,32838,Sophora,japonica,,Sophora japonica,Japanese Pagoda Tree,11,34 - 50 Feet,West Village
24535,32871,Quercus,sp.,,Quercus sp.,Oak species,1,< 16 Feet,West Village
24536,31640,Quercus,lobata,,Quercus lobata,Valley Oak,10,34 - 50 Feet,West Village
24537,31667,Quercus,buckleyi,,Quercus buckleyi,Texas Red Oak,1,< 16 Feet,West Village
24538,31672,Quercus,buckleyi,,Quercus buckleyi,Texas Red Oak,1,< 16 Feet,West Village
24539,31729,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,1,< 16 Feet,West Village
24540,31743,Parkinsonia,aculeata,,Parkinsonia aculeata,Jerusalem Thorn,4,16 - 33 Feet,West Village
24541,31748,Quercus,buckleyi,,Quercus buckleyi,Texas Red Oak,1,< 16 Feet,West Village
24542,32457,Juglans,hindsii,,Juglans hindsii,California Black Walnut,15,16 - 33 Feet,West Campus
24543,32476,Quercus,lobata,,Quercus lobata,Valley Oak,6,16 - 33 Feet,West Campus
24544,32550,Juglans,hindsii,,Juglans hindsii,California Black Walnut,55,34 - 50 Feet,West Campus
24545,32559,Juglans,hindsii,,Juglans hindsii,California Black Walnut,50,34 - 50 Feet,West Campus
24546,32580,Carpinus,betulus,,Carpinus betulus,European Hornbeam,19,34 - 50 Feet,Main Campus
24547,32345,Juglans,hindsii,,Juglans hindsii,California Black Walnut,7,16 - 33 Feet,West Campus
24548,32371,Juglans,hindsii,,Juglans hindsii,California Black Walnut,28,34 - 50 Feet,West Campus
24549,32400,Juglans,hindsii,,Juglans hindsii,California Black Walnut,14,34 - 50 Feet,West Campus
24550,32410,Juglans,hindsii,,Juglans hindsii,California Black Walnut,8,16 - 33 Feet,West Campus
24551,32438,Juglans,hindsii,,Juglans hindsii,California Black Walnut,19,34 - 50 Feet,West Campus
24552,32448,Juglans,hindsii,,Juglans hindsii,California Black Walnut,18,34 - 50 Feet,West Campus
24553,32166,Tilia,cordata,,Tilia cordata,Little-Leaf Linden,7,16 - 33 Feet,West Village
24554,32173,Tilia,cordata,,Tilia cordata,Little-Leaf Linden,7,16 - 33 Feet,West Village
24555,32192,Quercus,ilex,,Quercus ilex,Holly Oak,1,< 16 Feet,West Village
24556,32237,UNKNOWN,sp.,,UNKNOWN sp.,UNKNOWN,10,16 - 33 Feet,West Village
24557,32239,UNKNOWN,sp.,,UNKNOWN sp.,UNKNOWN,8,16 - 33 Feet,West Village
24558,32244,Tilia,cordata,,Tilia cordata,Little-Leaf Linden,5,16 - 33 Feet,West Village
24559,32249,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,4,16 - 33 Feet,West Village
24560,32251,Ulmus,sp.,,Ulmus sp.,Elm species,10,34 - 50 Feet,West Village
24561,32258,Quercus,sp.,,Quercus sp.,Oak species,9,34 - 50 Feet,West Village
24562,32059,Ulmus,parvifolia,,Ulmus parvifolia,Chinese Elm,1,< 16 Feet,West Village
24563,32073,Zelkova,serrata,,Zelkova serrata,Sawleaf Zelkova,2,< 16 Feet,West Village
24564,32078,Quercus,ilex,,Quercus ilex,Holly Oak,1,< 16 Feet,West Village
24565,32128,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,1,< 16 Feet,West Village
24566,32142,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,3,16 - 33 Feet,West Village
24567,32159,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,8,16 - 33 Feet,West Village
24568,32161,Tilia,cordata,,Tilia cordata,Little-Leaf Linden,8,16 - 33 Feet,West Village
24569,31934,Ulmus,parvifolia,,Ulmus parvifolia,Chinese Elm,1,< 16 Feet,West Village
24570,31946,Albizia,julibrissin,,Albizia julibrissin,Silk Tree,3,< 16 Feet,West Village
24571,32002,Ulmus,parvifolia,,Ulmus parvifolia,Chinese Elm,1,< 16 Feet,West Village
24572,32009,Quercus,lobata,,Quercus lobata,Valley Oak,2,< 16 Feet,West Village
24573,32014,Quercus,buckleyi,,Quercus buckleyi,Texas Red Oak,2,< 16 Feet,West Village
24574,31805,Platanus,hispanica,,Platanus hispanica,London Plane Tree,4,16 - 33 Feet,West Village
24575,31819,Zelkova,serrata,,Zelkova serrata,Sawleaf Zelkova,1,< 16 Feet,West Village
24576,31824,Zelkova,serrata,,Zelkova serrata,Sawleaf Zelkova,1,< 16 Feet,West Village
24577,31833,Platanus,hispanica,,Platanus hispanica,London Plane Tree,8,16 - 33 Feet,West Village
24578,31602,Quercus,robur,,Quercus robur,English Oak,5,16 - 33 Feet,West Village
24579,31621,Quercus,robur,,Quercus robur,English Oak,5,16 - 33 Feet,West Village
24580,31275,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,10,16 - 33 Feet,West Village
24581,31337,Acer,sp.,,Acer sp.,Maple,1,< 16 Feet,West Village
24582,31366,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,1,< 16 Feet,West Village
24583,31413,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,9,16 - 33 Feet,West Village
24584,31444,Platanus,hispanica,,Platanus hispanica,London Plane Tree,9,16 - 33 Feet,West Village
24585,31066,Platanus,racemosa,,Platanus racemosa,California Sycamore,11,34 - 50 Feet,West Village
24586,31068,Platanus,racemosa,,Platanus racemosa,California Sycamore,12,34 - 50 Feet,West Village
24587,31087,Quercus,lobata,,Quercus lobata,Valley Oak,10,34 - 50 Feet,West Village
24588,31145,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,3,< 16 Feet,West Village
24589,31150,Platanus,racemosa,,Platanus racemosa,California Sycamore,4,16 - 33 Feet,West Village
24590,31199,Platanus,racemosa,,Platanus racemosa,California Sycamore,10,34 - 50 Feet,West Village
24591,31249,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,6,16 - 33 Feet,West Village
24592,30912,Quercus,lobata,,Quercus lobata,Valley Oak,10,34 - 50 Feet,West Village
24593,31016,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,6,< 16 Feet,West Village
24594,30740,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,14,34 - 50 Feet,West Village
24595,30747,Ulmus,americana,,Ulmus americana,American Elm,2,< 16 Feet,West Village
24596,30754,Carpinus,betulus,,Carpinus betulus,European Hornbeam,5,16 - 33 Feet,West Village
24597,30773,Cercis,canadensis,,Cercis canadensis,Eastern Redbud,5,16 - 33 Feet,West Village
24598,30815,Koelreuteria,paniculata,,Koelreuteria paniculata,Goldenrain Tree,9,16 - 33 Feet,West Village
24599,30827,Ulmus,americana,,Ulmus americana,American Elm,6,16 - 33 Feet,West Village
24600,30608,Koelreuteria,paniculata,,Koelreuteria paniculata,Goldenrain Tree,5,< 16 Feet,West Village
24601,30648,Olea,europaea,,Olea europaea,Olive,9,16 - 33 Feet,West Village
24602,30653,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,9,16 - 33 Feet,West Village
24603,30660,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,4,< 16 Feet,West Village
24604,30672,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,9,16 - 33 Feet,West Village
24605,30705,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,1,< 16 Feet,West Village
24606,30721,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,9,16 - 33 Feet,West Village
24607,30735,Quercus,lobata,,Quercus lobata,Valley Oak,8,16 - 33 Feet,West Village
24608,30461,Quercus,lobata,,Quercus lobata,Valley Oak,21,16 - 33 Feet,West Campus
24609,30475,Quercus,shumardii,,Quercus shumardii,Shumard Oak,4,16 - 33 Feet,Main Campus
24610,30513,Platanus,racemosa,,Platanus racemosa,California Sycamore,1,< 16 Feet,Main Campus
24611,30421,Quercus,shumardii,,Quercus shumardii,Shumard Oak,2,< 16 Feet,Main Campus
24612,30440,Quercus,muehlenbergii,,Quercus muehlenbergii,Chinkapin Oak,1,< 16 Feet,Main Campus
24613,30454,Vitex,agnus-castus,,Vitex agnus-castus,Chaste Tree,1,< 16 Feet,Main Campus
24614,30180,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,Main Campus
24615,30235,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,21,34 - 50 Feet,Main Campus
24616,30252,Quercus,lobata,,Quercus lobata,Valley Oak,8,16 - 33 Feet,Main Campus
24617,30266,Quercus,buckleyi,,Quercus buckleyi,Texas Red Oak,1,< 16 Feet,Main Campus
24618,30271,Catalpa,sp.,,Catalpa sp.,Catalpa,3,< 16 Feet,Main Campus
24619,30325,Juniperus,chinensis,,Juniperus chinensis,Chinese Juniper,8,< 16 Feet,Off Campus
24620,30022,Arbutus,unedo,,Arbutus unedo,Strawberry Tree,3,< 16 Feet,Main Campus
24621,30052,Acer,grandidentatum,,Acer grandidentatum,Maple,1,< 16 Feet,Main Campus
24622,30121,Ailanthus,altissima,,Ailanthus altissima,Tree of Heaven,10,34 - 50 Feet,Main Campus
24623,30144,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,7,< 16 Feet,Main Campus
24624,29768,Citrus,sp.,,Citrus sp.,Orange,4,< 16 Feet,Main Campus
24625,29809,Quercus,lobata,,Quercus lobata,Valley Oak,20,34 - 50 Feet,Main Campus
24626,29861,Quercus,rubra,,Quercus rubra,Red Oak,5,16 - 33 Feet,Off Campus
24627,29880,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,2,< 16 Feet,Off Campus
24628,29913,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,1,< 16 Feet,Off Campus
24629,29930,Quercus,lobata,,Quercus lobata,Valley Oak,1,< 16 Feet,Main Campus
24630,29710,Punica,granatum,,Punica granatum,Pomegranate,10,< 16 Feet,Main Campus
24631,29680,Sambucus,nigra,,Sambucus nigra,Elderberry,10,16 - 33 Feet,Main Campus
24632,29738,Prunus,sp.,,Prunus sp.,UNKNOWN,3,< 16 Feet,Main Campus
24633,29457,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,12,16 - 33 Feet,Main Campus
24634,29507,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,2,< 16 Feet,Main Campus
24635,29526,Prunus,cerasifera,,Prunus cerasifera,Cherry Plum,8,16 - 33 Feet,Main Campus
24636,29562,Quercus,suber,,Quercus suber,Cork Oak,16,34 - 50 Feet,Main Campus
24637,27004,Olea,europaea,,Olea europaea,Olive,15,16 - 33 Feet,West Campus
24638,29312,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,1,< 16 Feet,Main Campus
24639,29317,Quercus,trojana,,Quercus trojana,Turkey Oak,3,< 16 Feet,Main Campus
24640,29358,Quercus,lobata,,Quercus lobata,Valley Oak,13,34 - 50 Feet,Main Campus
24641,29369,Quercus,lobata,,Quercus lobata,Valley Oak,30,34 - 50 Feet,Main Campus
24642,29407,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,34 - 50 Feet,West Campus
24643,29433,Fraxinus,sp.,,Fraxinus sp.,Ash species,14,16 - 33 Feet,Main Campus
24644,29139,Fraxinus,uhdei,,Fraxinus uhdei,Shamel Ash,23,34 - 50 Feet,Main Campus
24645,29158,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,17,16 - 33 Feet,Main Campus
24646,29160,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,11,16 - 33 Feet,Main Campus
24647,29198,Fraxinus,uhdei,,Fraxinus uhdei,Shamel Ash,21,34 - 50 Feet,Main Campus
24648,29203,Fraxinus,uhdei,,Fraxinus uhdei,Shamel Ash,22,34 - 50 Feet,Main Campus
24649,29217,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,22,67 - 85 Feet,Main Campus
24650,29243,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,15,34 - 50 Feet,Main Campus
24651,29281,Liquidambar,styraciflua,,Liquidambar styraciflua,American Sweet Gum,17,34 - 50 Feet,Main Campus
24652,29286,Pyrus,sp.,,Pyrus sp.,UNKNOWN,20,34 - 50 Feet,Main Campus
24653,29009,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,26,51 - 66 Feet,Main Campus
24654,29021,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,11,< 16 Feet,Main Campus
24655,29058,UNKNOWN,sp.,,,UNKNOWN,2,< 16 Feet,Main Campus
24656,29066,Quercus,suber,,Quercus suber,Cork Oak,6,16 - 33 Feet,Main Campus
24657,29071,Citrus,sp.,,Citrus sp.,Orange,3,< 16 Feet,Main Campus
24658,29113,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,9,16 - 33 Feet,Main Campus
24659,28798,Olea,europaea,,Olea europaea,Olive,3,< 16 Feet,West Campus
24660,28824,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
24661,28874,Ailanthus,altissima,,Ailanthus altissima,Tree of Heaven,7,16 - 33 Feet,South Campus
24662,28933,Olea,europaea,,Olea europaea,Olive,15,16 - 33 Feet,Main Campus
24663,28557,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,14,16 - 33 Feet,West Campus
24664,28603,Sambucus,nigra,,Sambucus nigra,Elderberry,3,< 16 Feet,West Campus
24665,28622,Pistacia,atlantica,,Pistacia atlantica,Mt. Atlas mastic tree,9,16 - 33 Feet,West Campus
24666,28672,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
24667,28696,Olea,europaea,,Olea europaea,Olive,4,< 16 Feet,West Campus
24668,28722,Olea,europaea,,Olea europaea,Olive,2,< 16 Feet,West Campus
24669,28753,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
24670,28762,Olea,europaea,,Olea europaea,Olive,5,< 16 Feet,West Campus
24671,28791,Olea,europaea,,Olea europaea,Olive,6,< 16 Feet,West Campus
24672,28219,Prunus,lyonii,,Prunus lyonii,Catalina Cherry,9,16 - 33 Feet,South Campus
24674,28250,Populus,fremontii,,Populus fremontii,Fremont Cottonwood,35,34 - 50 Feet,South Campus
24675,28252,Juglans,hindsii,,Juglans hindsii,California Black Walnut,35,34 - 50 Feet,South Campus
24676,28289,Morus,alba,,Morus alba,White Mulberry,51,34 - 50 Feet,South Campus
24677,28312,Quercus,lobata,,Quercus lobata,Valley Oak,40,34 - 50 Feet,South Campus
24678,28324,Sequoia,sempervirens,,Sequoia sempervirens,Coast Redwood,15,34 - 50 Feet,Main Campus
24679,28338,Vitex,agnus-castus,,Vitex agnus-castus,Chaste Tree,15,< 16 Feet,Main Campus
24680,28387,Sambucus,nigra,,Sambucus nigra,Elderberry,2,< 16 Feet,South Campus
24681,28416,Quercus,lobata,,Quercus lobata,Valley Oak,9,16 - 33 Feet,South Campus
24682,28454,Juglans,hindsii,,Juglans hindsii,California Black Walnut,58,34 - 50 Feet,South Campus
24683,28468,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,19,51 - 66 Feet,South Campus
24684,28529,Quercus,suber,,Quercus suber,Cork Oak,7,16 - 33 Feet,West Campus
24685,28144,Quercus,lobata,,Quercus lobata,Valley Oak,18,51 - 66 Feet,West Campus
24686,28189,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,23,34 - 50 Feet,South Campus
24687,27709,Quercus,macrocarpa,,Quercus macrocarpa,Burr Oak,26,34 - 50 Feet,West Campus
24688,27764,Sambucus,nigra,,Sambucus nigra,Elderberry,5,< 16 Feet,West Campus
24689,27790,Sambucus,nigra,,Sambucus nigra,Elderberry,3,< 16 Feet,West Campus
24690,27942,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,13,34 - 50 Feet,West Campus
24691,27944,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,8,16 - 33 Feet,West Campus
24692,28090,Juglans,hindsii,,Juglans hindsii,California Black Walnut,25,34 - 50 Feet,West Village
24693,27875,Quercus,lobata,,Quercus lobata,Valley Oak,39,51 - 66 Feet,West Campus
24694,27566,Sambucus,nigra,,Sambucus nigra,Elderberry,4,< 16 Feet,West Campus
24695,27617,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,6,< 16 Feet,West Campus
24696,27636,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,11,34 - 50 Feet,West Campus
24697,27662,Platanus,hispanica,,Platanus hispanica,London Plane Tree,20,51 - 66 Feet,West Campus
24698,27685,Quercus,lobata,,Quercus lobata,Valley Oak,14,16 - 33 Feet,West Campus
24699,27447,Quercus,lobata,,Quercus lobata,Valley Oak,17,34 - 50 Feet,West Campus
24700,27485,Quercus,lobata,,Quercus lobata,Valley Oak,11,34 - 50 Feet,West Campus
24701,27504,Pinus,halepensis,,Pinus halepensis,Aleppo Pine,25,51 - 66 Feet,West Campus
24702,27511,Quercus,lobata,,Quercus lobata,Valley Oak,7,16 - 33 Feet,West Campus
24703,27533,Juglans,hindsii,,Juglans hindsii,California Black Walnut,35,34 - 50 Feet,West Campus
24704,27538,Juglans,hindsii,,Juglans hindsii,California Black Walnut,9,16 - 33 Feet,West Campus
24705,27328,Quercus,lobata,,Quercus lobata,Valley Oak,14,34 - 50 Feet,West Campus
24706,27347,Platanus,hispanica,,Platanus hispanica,London Plane Tree,11,16 - 33 Feet,West Campus
24707,27354,Quercus,lobata,,Quercus lobata,Valley Oak,16,34 - 50 Feet,West Campus
24708,27409,Quercus,lobata,,Quercus lobata,Valley Oak,12,16 - 33 Feet,West Campus
24709,27421,Quercus,lobata,,Quercus lobata,Valley Oak,14,34 - 50 Feet,West Campus
24710,27223,Olea,europaea,,Olea europaea,Olive,39,16 - 33 Feet,West Campus
24711,27093,Quercus,lobata,,Quercus lobata,Valley Oak,7,16 - 33 Feet,West Campus
24712,26875,Pistacia,atlantica,,Pistacia atlantica,Mt. Atlas mastic tree,10,< 16 Feet,West Campus
24713,26913,Quercus,lobata,,Quercus lobata,Valley Oak,7,< 16 Feet,West Campus
24714,26938,Quercus,lobata,,Quercus lobata,Valley Oak,8,16 - 33 Feet,West Campus
24715,26721,Juglans,hindsii,,Juglans hindsii,California Black Walnut,42,16 - 33 Feet,West Campus
24716,26742,Quercus,lobata,,Quercus lobata,Valley Oak,27,34 - 50 Feet,West Campus
24717,26774,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,14,16 - 33 Feet,West Campus
24718,26595,Quercus,lobata,,Quercus lobata,Valley Oak,12,16 - 33 Feet,West Campus
24719,26602,Quercus,lobata,,Quercus lobata,Valley Oak,23,16 - 33 Feet,West Campus
24720,26645,Prunus,caroliniana,,Prunus caroliniana,Carolina Laurel Cherry,10,16 - 33 Feet,West Campus
24721,26652,Pistacia,atlantica,,Pistacia atlantica,Mt. Atlas mastic tree,8,< 16 Feet,West Campus
24722,26690,Prunus,dulcis,,Prunus dulcis,Almond,9,< 16 Feet,West Campus
24723,26695,Prunus,dulcis,,Prunus dulcis,Almond,7,16 - 33 Feet,West Campus
24724,26697,Prunus,dulcis,,Prunus dulcis,Almond,20,16 - 33 Feet,West Campus
24725,26521,Prunus,dulcis,,Prunus dulcis,Almond,12,16 - 33 Feet,West Campus
24726,26535,Quercus,lobata,,Quercus lobata,Valley Oak,11,16 - 33 Feet,West Campus
24727,26355,Tamarix,aphylla,,Tamarix aphylla,Athel Tree,1,16 - 33 Feet,Main Campus
24728,26410,Zelkova,serrata,,Zelkova serrata,Sawleaf Zelkova,5,16 - 33 Feet,West Campus
24729,26441,Sambucus,nigra,,Sambucus nigra,Elderberry,4,< 16 Feet,South Campus
24730,26443,Juglans,hindsii,,Juglans hindsii,California Black Walnut,9,16 - 33 Feet,South Campus
24731,26455,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,6,16 - 33 Feet,South Campus
24732,26142,Pinus,halepensis,,Pinus halepensis,Aleppo Pine,8,34 - 50 Feet,West Campus
24733,26199,Ligustrum,lucidum,,Ligustrum lucidum,Glossy Privet,10,16 - 33 Feet,West Campus
24734,26218,Pistacia,atlantica,,Pistacia atlantica,Mt. Atlas mastic tree,39,34 - 50 Feet,West Campus
24735,26277,Quercus,lobata,,Quercus lobata,Valley Oak,15,34 - 50 Feet,West Campus
24736,26057,Juglans,hindsii,,Juglans hindsii,California Black Walnut,19,16 - 33 Feet,West Campus
24737,25810,Quercus,lobata,,Quercus lobata,Valley Oak,25,16 - 33 Feet,West Campus
24738,25855,Juglans,hindsii,,Juglans hindsii,California Black Walnut,23,16 - 33 Feet,West Campus
24739,25881,Vitex,agnus-castus,,Vitex agnus-castus,Chaste Tree,6,< 16 Feet,West Campus
24740,25931,Olea,europaea,,Olea europaea,Olive,18,16 - 33 Feet,West Campus
24741,25754,Pinus,halepensis,,Pinus halepensis,Aleppo Pine,19,51 - 66 Feet,West Campus
24742,25761,Quercus,lobata,,Quercus lobata,Valley Oak,22,34 - 50 Feet,West Campus
24743,25766,Prunus,dulcis,,Prunus dulcis,Almond,15,16 - 33 Feet,West Campus
24744,25785,Pinus,halepensis,,Pinus halepensis,Aleppo Pine,11,34 - 50 Feet,West Campus
24745,25792,Pinus,halepensis,,Pinus halepensis,Aleppo Pine,22,51 - 66 Feet,West Campus
24746,25554,Sambucus,nigra,,Sambucus nigra,Elderberry,24,< 16 Feet,South Campus
24748,25600,Fraxinus,velutina,,Fraxinus velutina,Modesto Ash,28,34 - 50 Feet,South Campus
24750,25486,Juglans,hindsii,,Juglans hindsii,California Black Walnut,7,< 16 Feet,West Campus
24751,25511,Populus,fremontii,,Populus fremontii,Fremont Cottonwood,30,16 - 33 Feet,South Campus
24752,25336,Ailanthus,altissima,,Ailanthus altissima,Tree of Heaven,10,16 - 33 Feet,West Campus
24753,25364,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,15,34 - 50 Feet,West Campus
24754,25383,Quercus,wislizenii,,Quercus wislizenii,Interior Live Oak,9,16 - 33 Feet,West Campus
24755,25393,Sambucus,nigra,,Sambucus nigra,Elderberry,20,16 - 33 Feet,West Campus
24756,25435,Juglans,hindsii,,Juglans hindsii,California Black Walnut,40,34 - 50 Feet,West Campus
24757,25279,Celtis,sinensis,,Celtis sinensis,Chinese Hackberry,9,34 - 50 Feet,West Campus
24758,25291,Quercus,lobata,,Quercus lobata,Valley Oak,8,16 - 33 Feet,West Campus
24759,25093,Albizia,julibrissin,,Albizia julibrissin,Silk Tree,16,16 - 33 Feet,West Campus
24760,25169,Olea,europaea,,Olea europaea,Olive,19,16 - 33 Feet,West Campus
24761,25088,Albizia,julibrissin,,Albizia julibrissin,Silk Tree,17,16 - 33 Feet,West Campus
24762,24887,Pistacia,vera,,Pistacia vera,Pistachio,1,16 - 33 Feet,West Campus
24763,24744,Pistacia,atlantica,,Quercus muehlenbergii,Chinese Pistache,1,< 16 Feet,Main Campus
24764,24777,Quercus,wislizenii,,Quercus wislizenii,Interior Live Oak,1,16 - 33 Feet,West Campus
24765,24801,Quercus,lobata,,Quercus lobata,Valley Oak,5,< 16 Feet,West Campus
24766,24809,Populus,fremontii,,Populus fremontii,Fremont Cottonwood,10,16 - 33 Feet,West Campus
24767,24816,Quercus,lobata,,Quercus lobata,Valley Oak,7,< 16 Feet,West Campus
24768,24615,Platanus,hispanica,,Platanus hispanica,London Plane Tree,9,16 - 33 Feet,West Campus
24769,24667,Quercus,lobata,,Quercus lobata,Valley Oak,14,16 - 33 Feet,West Campus
24770,24565,Olea,europaea,,Olea europaea,Olive,15,16 - 33 Feet,West Campus
24771,24603,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,1,16 - 33 Feet,West Campus
24772,24437,Ulmus,parvifolia,,Ulmus parvifolia,Elm species,1,< 16 Feet,Main Campus
24773,24475,Olea,europaea,,Olea europaea,Olive,1,16 - 33 Feet,West Campus
24774,24243,Olea,europaea,,Olea europaea,Olive,20,16 - 33 Feet,West Campus
24775,24281,Olea,europaea,,Olea europaea,Olive,35,16 - 33 Feet,West Campus
24776,24167,Olea,europaea,,Olea europaea,Olive,1,16 - 33 Feet,West Campus
24777,24172,Olea,europaea,,Olea europaea,Olive,13,16 - 33 Feet,West Campus
24778,24179,Olea,europaea,,Olea europaea,Olive,27,16 - 33 Feet,West Campus
24779,24184,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,1,< 16 Feet,Main Campus
24780,23956,Quercus,buckleyi,,Quercus buckleyi,Texas Red Oak,1,< 16 Feet,Main Campus
24781,23970,Olea,europaea,,Olea europaea,Olive,29,16 - 33 Feet,West Campus
